,True ID,Id,industry,name,market_cap,stock,country,founded_year,ceo,web_page
877,114,7497,Oil & Gas Integrated,China Petroleum & Chemical Corporation,,600028,China,,,
878,114,15306,"['Energy', 'Oil and Gas', 'Chemicals', 'Petrochemicals', 'Fertilizers', 'Natural Gas Generation', 'Lubricants']",CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC),,,China,,Dai Houliang,
879,114,40191,,CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC),77.72 Billion USD,,China,2000.0,,
880,114,40192,,CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC),74.987 Billion USD,,China,,Dai Houliang,
881,114,40193,"['Energy', 'Oil and Gas', 'Chemicals']",CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC),,,,,,
882,114,123160,,China Petroleum & Chemical Corporation,CN¥498.77 Billion,,,,Not found,
883,114,145511,,China Petroleum & Chemical Corporation,CN¥498.77 Billion,,,,,
884,114,165353,,China Petroleum & Chemical Corporation,,,,,,
885,114,165354,Oil & Gas Integrated,China Petroleum & Chemical Corporation,$78.39 B,600028,China,,,
886,114,165355,Oil & Gas Integrated,China Petroleum & Chemical Corporation,,600028,China,,,
887,114,165356,energy,China Petroleum & Chemical Corporation,,600028,china,,,
888,115,33698,,Chennai Petroleum,$0.41 B,,India,,,
889,115,75888,,Chennai Petroleum,$0.41 B,,India,,,
890,115,97877,,Chennai Petroleum,,,India,,,
891,115,129969,Oil & Gas,Chennai Petroleum Corporation,,,,1965 (58 yrs old),,
892,115,143844,,Chennai Petroleum,$0.40 B,CHENNPETRO.NS,India,,,
893,115,149813,"['OilGas', 'Energy']",Chennai Petroleum,$0.39 B,CHENNPETRO.NS,India,,,
894,115,159386,,Chennai Petroleum,$0.41 B,CHENNPETRO.NS,India,,,
895,115,172742,,Chennai Petroleum,$0.41 B,CHENNPETRO.NS,,,,https://companiesmarketcap.com/chennai-petroleum/marketcap/
896,115,182944,,Chennai Petroleum,$0.42 B,,india,,,
897,116,6158,Construction,China National Chemical Engineering Co Ltd,$7.7B,,China,,,www.cncec.com.cn
898,116,44010,"['Industries', 'Engineering Products', 'Engineering Services', 'Construction']",China National Chemical Engineering Co. Ltd,,,China,,,http://www.cnce7.com/
899,116,112005,,China National Chemical Engineering Co. Ltd,CN¥50.49 Billion,,,,Not found,
900,117,6787,Energy and Utilities,China National Petroleum Corp,,,China,,,www.cnpc.com.cn
901,117,27985,['Oil and gas'],China National Petroleum Corporation,,,,['1988'],,"['www', '.cnpc', '.com', '.cn', '/en', '/']"
902,118,13718,Oil & Gas Operations,China Petroleum Engineering,,,China,,Yu Jian Zhao,
903,118,13719,,China Petroleum Engineering,$2.53 B,,China,,,
904,118,111116,,China Petroleum Engineering Corp,CN¥16.70 Billion,,,,Not found,
905,118,134903,Oil & Gas,China Petroleum Engineering & Construction Corporation,,,,1980 (43 yrs old),,
906,119,18606,"['Energy', 'Chemicals', 'Oil and Gas', 'Petrochemicals', 'Retail', 'Natural Gas Generation', 'Oil Refining', 'Petroleum']",HINDUSTAN PETROLEUM CORPORATION,,,India,,Not found,
907,119,18607,,HINDUSTAN PETROLEUM CORPORATION,,,India,,,
908,119,18608,,HINDUSTAN PETROLEUM CORPORATION,5.684 Billion USD,,India,,,
909,119,30722,,Hindustan Petroleum,$4.29 B,,India,,,
910,119,86031,"['Energy', 'Chemicals', 'Oil and Gas']",HINDUSTAN PETROLEUM CORPORATION,,,,,,
911,119,94832,,Hindustan Petroleum,,,India,,,
912,119,126920,Oil & Gas,Hindustan Petroleum,,,,1974 (49 yrs old),,
913,119,140888,,Hindustan Petroleum,$4.26 B,HINDPETRO.NS,India,,,
914,119,152096,"['OilGas', 'Energy']",Hindustan Petroleum,$4.04 B,HINDPETRO.NS,India,,,
915,119,156465,,Hindustan Petroleum,$4.31 B,HINDPETRO.NS,India,,,
916,119,172508,,Hindustan Petroleum,$4.31 B,HINDPETRO.NS,,,,https://companiesmarketcap.com/hindustan-petroleum/marketcap/
917,119,177384,,Hindustan Petroleum,$4.24 B,,india,,,
918,120,32217,,International Petroleum,$1.53 B,,Canada,,,
919,120,52788,"['Energy', 'Oil and Gas']",International Petroleum Corporation,,,Canada,,,https://www.international-petroleum.com/
920,120,77116,,International Petroleum,$1.53 B,,Canada,,,
921,120,96481,,International Petroleum,,,Canada,,,
922,120,115816,,International Petroleum Corporation,C$1.86 Billion,,,,Mr. Mike  Nicholson,
923,120,142396,,International Petroleum,$1.50 B,IPCO.TO,Canada,,,
924,120,147994,"['OilGas', 'Energy']",International Petroleum,$1.47 B,IPCO.TO,Canada,,,
925,120,158062,,International Petroleum,$1.39 B,IPCO.TO,Canada,,,
926,120,171609,,International Petroleum,$1.41 B,IPCO.TO,,,,https://companiesmarketcap.com/international-petroleum/marketcap/
927,120,180747,,International Petroleum,$1.49 B,,canada,,,
928,121,25928,"['Energy', 'Oil and Gas']",LAREDO PETROLEUM,,,USA,,Not found,
929,121,33020,,Laredo Petroleum,$0.80 B,,USA,,,
930,121,51308,"['Energy', 'Oil and Gas']",Laredo Petroleum,,,USA,,,http://www.laredopetro.com/
931,121,69214,,LAREDO PETROLEUM,,,USA,,,
932,121,69215,,LAREDO PETROLEUM,0.868 Billion USD,,USA,,,
933,121,76448,,Laredo Petroleum,$0.80 B,,USA,,,
934,121,91458,"['Energy', 'Oil and Gas']",LAREDO PETROLEUM,,,,,,
935,121,97102,,Laredo Petroleum,,,USA,,,
936,121,143031,,Laredo Petroleum,$0.89 B,LPI,USA,,,
937,121,150491,"['OilGas', 'Energy']",Laredo Petroleum,$0.88 B,LPI,USA,,,
938,121,158733,,Laredo Petroleum,$0.80 B,LPI,USA,,,
939,121,170310,,Laredo Petroleum,$0.80 B,LPI,,,,https://companiesmarketcap.com/laredo-petroleum/marketcap/
940,121,180071,,Laredo Petroleum,$0.80 B,,usa,,,
941,122,653,Oil & Gas Refining & Marketing,Marathon Petroleum Corporation,$54.54 B,MPC,United States,"November 9, 2009", Mr. Michael J. Hennigan,
942,122,8222,Oil & Gas Refining & Marketing,Marathon Petroleum Corporation,,MPC,United States,,Mr. Michael J. Hennigan,
943,122,8659,,marathon petroleum,,,united states,,,
944,122,9893,Oil & Gas Operations,Marathon Petroleum,,,United States,,Michael J. Hennigan,
945,122,9894,,Marathon Petroleum,$48.64 B,,United States,,,
946,122,13992,,Marathon Petroleum,,,,,,
947,122,14757,,Marathon Petroleum,,,,,,
948,122,15615,"['Energy', 'Oil and Gas', 'Oil Refining', 'Petroleum', 'Petrochemicals', 'Chemicals']",MARATHON PETROLEUM CORPORATION,,,USA,,John P. Surma(Non-Executive Chairman),
949,122,27645,['Petroleum'],Marathon Petroleum Corporation,,,,"['November\xa09, 2009']",,['marathonpetroleum.com']
950,122,28315,,Marathon Petroleum,$58.92 B,,USA,,,
951,122,40882,,MARATHON PETROLEUM CORPORATION,43.66 Billion USD,,USA,2009.0,Michael J. Hennigan,
952,122,40883,,MARATHON PETROLEUM CORPORATION,37.826 Billion USD,,USA,,John P. Surma(Non-Executive Chairman),
953,122,40884,"['Energy', 'Oil and Gas', 'Oil Refining']",MARATHON PETROLEUM CORPORATION,,,,,Michael J. Hennigan,
954,122,42720,"['Energy', 'Oil and Gas', 'Oil Refining', 'Petroleum', 'Petrochemicals', 'Chemicals']",Marathon Petroleum Corporation,,,USA,,Michael J. Hennigan,http://www.marathonpetroleum.com/
955,122,72735,,Marathon Petroleum,$55.40 B,,USA,,,
956,122,92556,,Marathon Petroleum,,,USA,,,
957,122,125906,,Marathon Petroleum Corporation,$54.54 Billion,,,,Mr. Michael J. Hennigan,
958,122,138608,,Marathon Petroleum,$51.99 B,MPC,USA,,,
959,122,145655,,Marathon Petroleum Corporation,$54.54 Billion,,,,Mr. Michael J. Hennigan,
960,122,146913,[],Marathon Petroleum,$51.08 B,MPC,USA,,,
961,122,154177,,Marathon Petroleum,$57.14 B,MPC,USA,,,
962,122,165835,,Marathon Petroleum Corporation,,,,,CEO: Mr. Michael J. Hennigan,
963,122,165836,Oil & Gas Refining & Marketing,Marathon Petroleum Corporation,$54.54 B,MPC,United States,,,
964,122,165837,Oil & Gas Refining & Marketing,Marathon Petroleum Corporation,,MPC,United States,,,
965,122,165838,energy,Marathon Petroleum Corporation,,MPC,united states,,,
966,122,174444,,Marathon Petroleum,$57.27 B,MPC,,,,https://companiesmarketcap.com/marathon-petroleum/marketcap/
967,122,179637,,Marathon Petroleum,$58.35 B,,usa,,,
968,122,183829,Oil & Gas Refining & Marketing,Marathon Petroleum Corporation,$54.54 B,MPC,United States,,,
969,122,189501,Oil & Gas Operations,Marathon Petroleum,,,"Findlay, Ohio",2009.0,,
970,123,642,Oil & Gas E&P,Occidental Petroleum Corporation,$52.30 B,OXY,United States,June 1909, Ms. Vicki A. Hollub,
971,123,8211,Oil & Gas E&P,Occidental Petroleum Corporation,,OXY,United States,,Ms. Vicki A. Hollub,
972,123,8697,,occidental petroleum,,,united states,,,
973,123,9968,Oil & Gas Operations,Occidental Petroleum,,,United States,,Vicki A. Hollub,
974,123,9969,,Occidental Petroleum,$53.05 B,,United States,,,
975,123,14030,,Occidental Petroleum,,,,,,
976,123,14795,,Occidental Petroleum,,,,,,
977,123,15949,"['Energy', 'Oil and Gas', 'Chemicals', 'Petrochemicals', 'Petroleum', 'Natural Gas Generation']",OCCIDENTAL PETROLEUM CORPORATION,,,USA,,Ray R. Irani,
978,123,15950,,OCCIDENTAL PETROLEUM CORPORATION,31.02 Billion USD,,USA,1920.0,Vicki Hollub,
979,123,15951,,OCCIDENTAL PETROLEUM CORPORATION,23.988 Billion USD,,USA,,Ray R. Irani,
980,123,15952,"['Energy', 'Oil and Gas', 'Chemicals']",OCCIDENTAL PETROLEUM CORPORATION,,,,,Vicki Hollub,
981,123,27322,['Chemical industry'],Occidental Petroleum Corporation,,,,['June\xa01909'],,"['oxy', '.com']"
982,123,28302,,Occidental Petroleum,$60.81 B,,USA,,,
983,123,42967,"['Energy', 'Oil and Gas', 'Chemicals', 'Petrochemicals', 'Petroleum', 'Natural Gas Generation']",Occidental Petroleum Corporation,,,USA,,Vicki Hollub,https://www.oxy.com
984,123,72678,,Occidental Petroleum,$61.99 B,,USA,,,
985,123,92531,,Occidental Petroleum,,,USA,,,
986,123,125900,,Occidental Petroleum Corporation,$52.30 Billion,,,,Ms. Vicki A. Hollub,
987,123,138567,,Occidental Petroleum,$57.87 B,OXY,USA,,,
988,123,145644,,Occidental Petroleum Corporation,$52.30 Billion,,,,Ms. Vicki A. Hollub,
989,123,153757,"['OilGas', 'Energy']",Occidental Petroleum,$58.12 B,OXY,USA,,,
990,123,154162,,Occidental Petroleum,$59.36 B,OXY,USA,,,
991,123,165879,,Occidental Petroleum Corporation,,,,,CEO: Ms. Vicki A. Hollub,
992,123,165880,Oil & Gas E&P,Occidental Petroleum Corporation,$52.30 B,OXY,United States,,,
993,123,165881,Oil & Gas E&P,Occidental Petroleum Corporation,,OXY,United States,,,
994,123,165882,energy,Occidental Petroleum Corporation,,OXY,united states,,,
995,123,174609,,Occidental Petroleum,$63.74 B,OXY,,,,https://companiesmarketcap.com/occidental-petroleum/marketcap/
996,123,179658,,Occidental Petroleum,$60.59 B,,usa,,,
997,123,183840,Oil & Gas E&P,Occidental Petroleum Corporation,$52.30 B,OXY,United States,,,
998,123,189539,Oil & Gas Operations,Occidental Petroleum,,,"Houston, Texas",1920.0,,
999,124,1462,Pharmaceuticals and Healthcare,3SBio Inc,$2.7B,,China,,,www.3sbio.com
1000,124,22985,"['Healthcare', 'Biotechnology']",3SBIO,,,China,,Not found,
1001,124,64117,,3SBIO,,,China,,,
1002,124,64118,,3SBIO,2.844 Billion USD,,China,,,
1003,124,89273,"['Healthcare', 'Biotechnology']",3SBIO,,,,,,
1004,125,3659,Technology and Communications,Dormakaba Holding AG,$1.7B,,Switzerland,,,www.dormakaba.com
1005,125,21893,"['Industries', 'Tools and Equipment', 'Security Systems and Solutions', 'Engineering Products']",DORMAKABA HOLDING AG,,,Switzerland,,Not found,
1006,125,62248,,DORMAKABA HOLDING AG,,,Switzerland,,,
1007,125,62249,,DORMAKABA HOLDING AG,2.945 Billion USD,,Switzerland,,,
1008,125,88463,"['Industries', 'Tools and Equipment', 'Security Systems and Solutions']",DORMAKABA HOLDING AG,,,,,,
1009,126,2959,Financial Services,INDUS Holding AG,$740.2M,,Germany,,,www.indus.de
1010,126,26902,"['Industries', 'Investments', 'Financial Services', 'Conglomerate']",INDUS HOLDING AG,,,Germany,,Not found,
1011,126,70905,,INDUS HOLDING AG,,,Germany,,,
1012,126,70906,,INDUS HOLDING AG,1.109 Billion USD,,Germany,,,
1013,126,92185,"['Industries', 'Investments', 'Financial Services']",INDUS HOLDING AG,,,,,,
1014,127,19078,"['Real Estate', 'Property Investments', 'Commercial Properties', 'Construction']",PSP SWISS PROPERTY AG,,,Switzerland,,Not found,
1015,127,30278,,PSP Swiss Property,$5.74 B,,Switzerland,,,
1016,127,57694,,PSP SWISS PROPERTY AG,,,Switzerland,,,
1017,127,57695,,PSP SWISS PROPERTY AG,6.154 Billion USD,,Switzerland,,,
1018,127,86353,"['Real Estate', 'Property Investments', 'Commercial Properties']",PSP SWISS PROPERTY AG,,,,,,
1019,127,94460,,PSP Swiss Property,,,Switzerland,,,
1020,127,140524,,PSP Swiss Property,$5.47 B,PSPN.SW,Switzerland,,,
1021,127,147487,['Realestate'],PSP Swiss Property,$5.10 B,PSPN.SW,Switzerland,,,
1022,127,156037,,PSP Swiss Property,$5.73 B,PSPN.SW,Switzerland,,,
1023,127,177740,,PSP Swiss Property,$5.71 B,,switzerland,,,
1024,128,1204,Specialty Industrial Machinery,Schindler Holding AG,$24.02 B,SCHN,Switzerland,, Mr. Silvio  Napoli,
1025,128,7924,Specialty Industrial Machinery,Schindler Holding AG,,SCHN,Switzerland,,Mr. Silvio Napoli,
1026,128,16050,"['Industries', 'Escalators', 'Elevators', 'Building Automation', 'Capital Goods', 'Machinery Manufacturing', 'Automation', 'Manufacturing', 'Industry Machinery']",SCHINDLER HOLDING AG,,,Switzerland,,Silvio Napoli,
1027,128,41629,,SCHINDLER HOLDING AG,28.05 Billion USD,,Switzerland,1874.0,Thomas Oetterli,
1028,128,41630,,SCHINDLER HOLDING AG,33.920 Billion USD,,Switzerland,,Silvio Napoli,
1029,128,41631,"['Industries', 'Escalators', 'Elevators']",SCHINDLER HOLDING AG,,,,,Thomas Oetterli,
1030,128,117931,,Schindler Holding AG,CHF22.23 Billion,,,,Mr. Silvio  Napoli,
1031,128,167560,,Schindler Holding AG,,,,,CEO: Mr. Silvio Napoli,
1032,128,167561,Specialty Industrial Machinery,Schindler Holding AG,$24.02 B,SCHN,Switzerland,,,
1033,128,167562,Specialty Industrial Machinery,Schindler Holding AG,,SCHN,Switzerland,,,
1034,128,167563,industrials,Schindler Holding AG,,SCHN,switzerland,,,
1035,129,1106,Medical Instruments & Supplies,Sonova Holding AG,$26.22 B,SOON,Switzerland,, Mr. Arnd  Kaldowski,
1036,129,4023,Medical Equipment,Sonova Holding AG,$15.6B,,Switzerland,,,www.sonova.com
1037,129,7647,Medical Instruments & Supplies,Sonova Holding AG,,SOON,Switzerland,,Mr. Arnd Kaldowski,
1038,129,16273,"['Healthcare', 'Medical Equipment', 'HealthCare Products']",SONOVA HOLDING AG,,,Switzerland,,Robert F. Spoerry,
1039,129,42086,,SONOVA HOLDING AG,23.02 Billion USD,,Switzerland,1947.0,Arnd Kaldowski,
1040,129,42087,,SONOVA HOLDING AG,24.352 Billion USD,,Switzerland,,Robert F. Spoerry,
1041,129,42088,"['Healthcare', 'Medical Equipment', 'HealthCare Products']",SONOVA HOLDING AG,,,,,Arnd Kaldowski,
1042,129,117932,,Sonova Holding AG,CHF24.27 Billion,,,,Mr. Arnd  Kaldowski,
1043,129,167337,,Sonova Holding AG,,,,,CEO: Mr. Arnd Kaldowski,
1044,129,167338,Medical Instruments & Supplies,Sonova Holding AG,$26.22 B,SOON,Switzerland,,,
1045,129,167339,Medical Instruments & Supplies,Sonova Holding AG,,SOON,Switzerland,,,
1046,129,167340,healthcare,Sonova Holding AG,,SOON,switzerland,,,
1047,130,1089,Medical Instruments & Supplies,Straumann Holding AG,$25.31 B,STMN,Switzerland,, Mr. Guillaume  Daniellot,
1048,130,3091,Medical Equipment,Straumann Holding AG,$21.4B,,Switzerland,,,www.straumann.com
1049,130,7945,Medical Instruments & Supplies,Straumann Holding AG,,STMN,Switzerland,,Mr. Guillaume Daniellot,
1050,130,15927,"['Healthcare', 'Pharmaceutical', 'Medical Equipment', 'HealthCare Products']",STRAUMANN HOLDING AG,,,Switzerland,,Patrick Loh,
1051,130,41449,,STRAUMANN HOLDING AG,31.43 Billion USD,,Switzerland,1954.0,Guillaume Daniellot,
1052,130,41450,,STRAUMANN HOLDING AG,31.018 Billion USD,,Switzerland,,Patrick Loh,
1053,130,41451,"['Healthcare', 'Pharmaceutical', 'Medical Equipment']",STRAUMANN HOLDING AG,,,,,Guillaume Daniellot,
1054,130,117930,,Straumann Holding AG,CHF23.43 Billion,,,,Mr. Guillaume  Daniellot,
1055,130,167409,,Straumann Holding AG,,,,,CEO: Mr. Guillaume Daniellot,
1056,130,167410,Medical Instruments & Supplies,Straumann Holding AG,$25.31 B,STMN,Switzerland,,,
1057,130,167411,Medical Instruments & Supplies,Straumann Holding AG,,STMN,Switzerland,,,
1058,130,167412,healthcare,Straumann Holding AG,,STMN,switzerland,,,
1059,131,956,Insurance—Diversified,Swiss Life Holding AG,$20.16 B,SLHN,Switzerland,, Dr. Patrick  Frost,
1060,131,7823,Insurance—Diversified,Swiss Life Holding AG,,SLHN,Switzerland,,Dr. Patrick Frost,
1061,131,8810,,swiss life holding,,,switzerland,,,
1062,131,10191,Insurance,Swiss Life Holding,,,Switzerland,,Patrick Frost,
1063,131,10192,,Swiss Life Holding,$19.73 B,,Switzerland,,,
1064,131,14144,,Swiss Life Holding,,,,,,
1065,131,14908,,Swiss Life Holding,,,,,,
1066,131,16448,"['Financial Services', 'Insurance']",SWISS LIFE HOLDING AG,,,Switzerland,,Patrick Frost,
1067,131,29031,,Swiss Life,$17.52 B,,Switzerland,,,
1068,131,43334,"['Financial Services', 'Insurance']",Swiss Life Holding Ag,,,Switzerland,,Patrick Frost,https://www.swisslife.com
1069,131,53161,,SWISS LIFE HOLDING AG,,,Switzerland,,Patrick Frost,
1070,131,53162,,SWISS LIFE HOLDING AG,16.328 Billion USD,,Switzerland,,Patrick Frost,
1071,131,53163,"['Financial Services', 'Insurance']",SWISS LIFE HOLDING AG,,,,,Patrick Frost,
1072,131,73470,,Swiss Life,$17.52 B,,Switzerland,,,
1073,131,93274,,Swiss Life,,,Switzerland,,,
1074,131,117925,,Swiss Life Holding AG,CHF18.66 Billion,,,,Dr. Patrick  Frost,
1075,131,139325,,Swiss Life,$16.05 B,SLHN.SW,Switzerland,,,
1076,131,146299,,Swiss Life Holding Ag,CHF18.66 Billion,,,,Dr. Patrick  Frost,
1077,131,153193,['Insurance'],Swiss Life,$15.88 B,SLHN.SW,Switzerland,,,
1078,131,154859,,Swiss Life,$17.01 B,SLHN.SW,Switzerland,,,
1079,131,168433,Insurance—Diversified,Swiss Life Holding AG,$20.16 B,SLHN,Switzerland,,,
1080,131,168434,Insurance—Diversified,Swiss Life Holding AG,,SLHN,Switzerland,,,
1081,131,168769,financials,Swiss Life Holding AG,,SLHN,switzerland,,,
1082,131,179529,,Swiss Life,$17.25 B,,switzerland,,,
1083,131,189652,Insurance,Swiss Life Holding,,,"Zürich, Switzerland",1857.0,,
1084,132,6504,Financial Services,Swiss Re Ltd,$32.2B,,Switzerland,,,www.swissre.com
1085,132,14068,,Swiss Re,,,,,,
1086,132,14833,,Swiss Re,,,,,,
1087,132,15987,"['Financial Services', 'Insurance']",SWISS RE,,,Switzerland,,Sergio P. Ermotti,
1088,132,28666,,Swiss Re,$29.41 B,,Switzerland,,,
1089,132,41554,,SWISS RE,29.68 Billion USD,,Switzerland,1863.0,Christian Mumenthaler,
1090,132,41555,,SWISS RE,26.730 Billion USD,,Switzerland,,Sergio P. Ermotti,
1091,132,41556,"['Financial Services', 'Insurance']",SWISS RE,,,,,Christian Mumenthaler,
1092,132,42980,"['Financial Services', 'Insurance']",Swiss Re,,,Switzerland,,Christian Mumenthaler,https://www.swissre.com/
1093,132,73144,,Swiss Re,$26.12 B,,Switzerland,,,
1094,132,92868,,Swiss Re,,,Switzerland,,,
1095,132,130459,Insurance,Swiss Re,,,,1863 (160 yrs old),,
1096,132,138963,,Swiss Re,$26.90 B,SREN.SW,Switzerland,,,
1097,132,153456,['Insurance'],Swiss Re,$26.38 B,SREN.SW,Switzerland,,,
1098,132,154510,,Swiss Re,$28.58 B,SREN.SW,Switzerland,,,
1099,132,168855,,Swiss Re,$24.7 B,,Switzerland,,,
1100,132,179794,,Swiss Re,$29.21 B,,switzerland,,,
1101,132,189577,Insurance,Swiss Re,,,"Zurich, Switzerland",1863.0,,
1102,133,30017,,Swiss Prime Site,$6.82 B,,Switzerland,,,
1103,133,94137,,Swiss Prime Site,,,Switzerland,,,
1104,133,117913,,Swiss Prime Site AG,CHF7.09 Billion,,,,Mr. RenÃ©  Zahnd,
1105,133,140206,,Swiss Prime Site,$6.78 B,SPSN.SW,Switzerland,,,
1106,133,147380,['Realestate'],Swiss Prime Site,$6.31 B,SPSN.SW,Switzerland,,,
1107,133,155758,,Swiss Prime Site,$6.98 B,SPSN.SW,Switzerland,,,
1108,133,177793,,Swiss Prime Site,$6.84 B,,switzerland,,,
1109,134,1152,Insurance—Reinsurance,Swiss Re AG,$27.80 B,SREN,Switzerland,,,
1110,134,7989,Insurance—Reinsurance,Swiss Re AG,,SREN,Switzerland,,,
1111,134,117934,,Swiss Re AG,CHF25.73 Billion,,,,Not found,
1112,134,146042,,Swiss Re Ag,CHF25.73 Billion,,,,,
1113,134,167175,,Swiss Re AG,,,,,,
1114,134,167176,Insurance—Reinsurance,Swiss Re AG,$27.80 B,SREN,Switzerland,,,
1115,134,167177,Insurance—Reinsurance,Swiss Re AG,,SREN,Switzerland,,,
1116,134,167178,financials,Swiss Re AG,,SREN,switzerland,,,
1117,135,17006,"['Basic Materials', 'Chemicals', 'Fertilizers', 'Agriculture Related']",ISRAEL CHEMICALS,,,Israel,,Raviv Zoller,
1118,135,29531,,Israel Chemicals,$10.53 B,,Israel,,,
1119,135,43797,"['Basic Materials', 'Chemicals', 'Fertilizers', 'Agriculture Related']",Israel Chemicals,,,Israel,,Raviv Zoller,http://www.icl-group.com/
1120,135,54380,,ISRAEL CHEMICALS,,,Israel,,Raviv Zoller,
1121,135,54381,,ISRAEL CHEMICALS,9.156 Billion USD,,Israel,,Raviv Zoller,
1122,135,54382,"['Basic Materials', 'Chemicals', 'Fertilizers']",ISRAEL CHEMICALS,,,,,Raviv Zoller,
1123,135,73583,,Israel Chemicals,$10.53 B,,Israel,,,
1124,135,93745,,Israel Chemicals,,,Israel,,,
1125,135,139779,,Israel Chemicals,$9.93 B,ICL,Israel,,,
1126,135,152960,"['Chemicals', 'Fertilizercompanies']",Israel Chemicals,$11.08 B,ICL,Israel,,,
1127,135,155361,,Israel Chemicals,$9.81 B,ICL,Israel,,,
1128,135,179292,,Israel Chemicals,$10.75 B,,israel,,,
1129,136,12283,Banking,Israel Discount Bank,,,Israel,,Uri Levin,
1130,136,12284,,Israel Discount Bank,$7.54 B,,Israel,,,
1131,136,17967,"['Financial Services', 'Banking Services']",ISRAEL DISCOUNT BANK,,,Israel,,Not found,
1132,136,30063,,Israel Discount Bank,$6.63 B,,Israel,,,
1133,136,44539,"['Financial Services', 'Banking Services']",Israel Discount Bank,,,Israel,,,https://www.discountbank.co.il/
1134,136,56095,,ISRAEL DISCOUNT BANK,,,Israel,,,
1135,136,56096,,ISRAEL DISCOUNT BANK,6.079 Billion USD,,Israel,,,
1136,136,73676,,Israel Discount Bank,$6.63 B,,Israel,,,
1137,136,85602,"['Financial Services', 'Banking Services']",ISRAEL DISCOUNT BANK,,,,,,
1138,136,94204,,Israel Discount Bank,,,Israel,,,
1139,136,140140,,Israel Discount Bank,$7.12 B,ISDAY,Israel,,,
1140,136,147301,[],Israel Discount Bank,$7.24 B,ISDAY,Israel,,,
1141,136,155835,,Israel Discount Bank,$6.56 B,ISDAY,Israel,,,
1142,136,178018,,Israel Discount Bank,$6.56 B,,israel,,,
1143,136,190519,Banking,Israel Discount Bank,,,"Tel Aviv, Israel",1935.0,,
1144,137,85277,,P & A HOLDINGS (UK) LIMITED,,,,,,
1145,13111117,85279,,P & A HOLDINGS (NW) LIMITED,,,,,,
1146,13111117,162899,,P & A HOLDINGS (NW) LIMITED,,,,,,https://find-and-update.company-information.service.gov.uk/company/10732337
1147,137,162900,,P & A HOLDINGS (UK) LIMITED,,,,,,https://find-and-update.company-information.service.gov.uk/company/03385029
1148,1311118,85104,,P A FIRE LIMITED,,,,,,
1149,138,85143,,P A HIRE LIMITED,,,,,,
1150,1311118,162720,,P A FIRE LIMITED,,,,,,https://find-and-update.company-information.service.gov.uk/company/08965852
1151,138,162762,,P A HIRE LIMITED,,,,,,https://find-and-update.company-information.service.gov.uk/company/08141613
1152,139,34183,,EMX Royalty,$0.23 B,,Canada,,,
1153,139,74335,,Emx Royalty,$0.23 B,,Canada,,,
1154,139,98331,,EMX Royalty,,,Canada,,,
1155,139,116117,,EMX Royalty Corporation,$214.8 Million,,,,Mr. David Morrell Cole P.Geo.,
1156,139,144393,,EMX Royalty,$0.20 B,EMX,Canada,,,
1157,139,149407,[],EMX Royalty,$0.21 B,EMX,Canada,,,
1158,139,159878,,EMX Royalty,$0.23 B,EMX,Canada,,,
1159,139,171487,,EMX Royalty,$0.23 B,EMX,,,,https://companiesmarketcap.com/emx-royalty/marketcap/
1160,139,183302,,EMX Royalty,$0.23 B,,canada,,,
1161,140,21951,"['Energy', 'Oil and Gas']",PRAIRIESKY ROYALTY,,,Canada,,Not found,
1162,140,30777,,PrairieSky Royalty,$4.13 B,,Canada,,,
1163,140,62322,,PRAIRIESKY ROYALTY,,,Canada,,,
1164,140,62323,,PRAIRIESKY ROYALTY,2.431 Billion USD,,Canada,,,
1165,140,88492,"['Energy', 'Oil and Gas']",PRAIRIESKY ROYALTY,,,,,,
1166,140,95059,,PrairieSky Royalty,,,Canada,,,
1167,140,141057,,PrairieSky Royalty,$3.84 B,PSK.TO,Canada,,,
1168,140,147677,"['OilGas', 'Energy']",PrairieSky Royalty,$3.68 B,PSK.TO,Canada,,,
1169,140,156541,,PrairieSky Royalty,$4.06 B,PSK.TO,Canada,,,
1170,140,171478,,PrairieSky Royalty,$4.09 B,PSK.TO,,,,https://companiesmarketcap.com/prairiesky-royalty/marketcap/
1171,140,177256,,PrairieSky Royalty,$4.13 B,,canada,,,
1172,141,47836,"['Energy', 'Oil and Gas']",Prairiesky Royalty,,,Canada,,,https://prairiesky.com/
1173,141,78320,,Prairiesky Royalty,$4.13 B,,Canada,,,
1174,141,115718,,PrairieSky Royalty Ltd.,C$3.91 Billion,,,,Mr. Andrew M. Phillips,
1175,142,12916,Drugs & Biotechnology,Royalty Pharma,,,United States,,Pablo Gerardo Legorreta,
1176,142,12917,,Royalty Pharma,$18.48 B,,United States,,,
1177,142,16627,"['Healthcare', 'Pharmaceutical', 'Biotechnology']",ROYALTY PHARMA PLC,,,USA,,Riggs,
1178,142,29068,,Royalty Pharma,$16.90 B,,UK,,,
1179,142,53530,,ROYALTY PHARMA PLC,,,USA,,Pablo Legorreta,
1180,142,53531,,ROYALTY PHARMA PLC,23.467 Billion USD,,USA,,Riggs,
