Id;industry;name;market_cap;stock;country;founded_year;ceo;web_page
67347;;AGE OF LEARNING;;;USA;;nan;
67348;;AGE OF LEARNING;7,693;;USA;;nan;
90660;['Education', 'Technology'];AGE OF LEARNING;;;;;nan;
100362;Edtech;Age of Learning;;;United States;2007;;
23636;['Consumer Defensive', 'Education', 'Internet or Mobile App Based Business'];LEARNING TECHNOLOGIES GROUP;;;UK;;Not found;
49318;['Consumer Defensive', 'Education', 'Internet or Mobile App Based Business'];Learning Technologies Group;;;UK;;nan;https://www.ltgplc.com/
65259;;LEARNING TECHNOLOGIES GROUP;;;UK;;nan;
65260;;LEARNING TECHNOLOGIES GROUP;2.503 Billion USD;;UK;;nan;
89772;['Consumer Defensive', 'Education', 'Internet or Mobile App Based Business'];LEARNING TECHNOLOGIES GROUP;;;;;nan;
101789;Technology;Learning Technologies Group;;;UK;;;
103552;Technology;Learning Technologies Group;;;UK;;;
104945;Technology;Learning Technologies Group;;;United Kingdom;;;
123504;;Learning Technologies Group plc;£1.22 Billion;;;;Mr. Jonathan David Satchell;
136614;Technology;Learning Technologies Group;;;UK;2013;;
136615;Technology;Learning Technologies Group;;;UK;2013;;
186815;Education & Training Services;Learning Technologies Group plc;$1.59 B;;United Kingdom;;;
539;Biotechnology;Vertex Pharmaceuticals Incorporated;$67.49 B;VRTX;United States;1989; Dr. Reshma  Kewalramani FASN, M.D.;
8274;Biotechnology;Vertex Pharmaceuticals Incorporated;;VRTX;United States;;Dr. Reshma Kewalramani FASN, M.D.;
9215;;vertex pharmaceuticals;;;united states;;;
11310;Drugs & Biotechnology;Vertex Pharmaceuticals;;;United States;;Reshma Kewalramani;
11311;;Vertex Pharmaceuticals;;;;;;
11312;;Vertex Pharmaceuticals;$68.84 B;;United States;;;
14461;;Vertex Pharmaceuticals;;;;;;
15459;['Healthcare', 'Pharmaceutical', 'Biotechnology', 'Biopharmaceutical', 'HealthCare Products', 'Technology'];VERTEX PHARMACEUTICALS;;;USA;;Reshma Kewalramani;
27819;['Pharmaceuticals', 'Biotherapeutics'];Vertex Pharmaceuticals Incorporated;;;;['1989'];;['vrtx.com']
28221;;Vertex Pharmaceuticals;$79.53 B;;USA;;;
40494;;VERTEX PHARMACEUTICALS;56.41 Billion USD;;USA;1989.0;Reshma Kewalramani;
40495;;VERTEX PHARMACEUTICALS;51.961 Billion USD;;USA;;Reshma Kewalramani;
40496;['Healthcare', 'Pharmaceutical', 'Biotechnology'];VERTEX PHARMACEUTICALS;;;;;Reshma Kewalramani;
42598;['Healthcare', 'Pharmaceutical', 'Biotechnology', 'Biopharmaceutical', 'HealthCare Products', 'Technology'];Vertex Pharmaceuticals;;;USA;;Reshma Kewalramani;https://www.vrtx.com/
72611;;Vertex Pharmaceuticals;$82.49 B;;USA;;;
92462;;Vertex Pharmaceuticals;;;USA;;;
92463;;Vertex Pharmaceuticals;$77.24 B;VRTX;USA;;;
126056;;Vertex Pharmaceuticals Incorporated;$67.49 Billion;;;;Dr. Reshma  Kewalramani FASN, M.D.;
138482;;Vertex Pharmaceuticals;$80.11 B;VRTX;USA;;;
145539;;Vertex Pharmaceuticals Incorporated;$67.49 Billion;;;;Dr. Reshma  Kewalramani FASN, M.D.;
153817;['Pharmaceuticals', 'Biotech'];Vertex Pharmaceuticals;$81.51 B;VRTX;USA;;;
165502;;Vertex Pharmaceuticals Incorporated;;;;;CEO: Dr. Reshma Kewalramani FASN, M.D.;
165503;Biotechnology;Vertex Pharmaceuticals Incorporated;$67.49 B;VRTX;United States;;;
165504;Biotechnology;Vertex Pharmaceuticals Incorporated;;VRTX;United States;;;
165505;healthcare;Vertex Pharmaceuticals Incorporated;;VRTX;united states;;;
168882;;Vertex Pharmaceuticals;$77.24 B;VRTX;;;;https://companiesmarketcap.com/vertex-pharmaceuticals/marketcap/
175138;;Vertex Pharmaceuticals;$81.25 B;VRTX;;;;https://companiesmarketcap.com/vertex-pharmaceuticals/marketcap/
178946;;Vertex Pharmaceuticals;$80.14 B;;usa;;;
183795;Biotechnology;Vertex Pharmaceuticals Incorporated;$67.49 B;VRTX;United States;;;
190055;Drugs & Biotechnology;Vertex Pharmaceuticals;;;Boston, Massachusetts;1989.0;;
22370;['Technology', 'Software and IT'];VERTEX, INC.;;;USA;;Not found;
31986;;Vertex;$1.82 B;;USA;;;
63054;;VERTEX, INC.;;;USA;;nan;
63055;;VERTEX, INC.;3.063 Billion USD;;USA;;nan;
77315;;Vertex;$1.82 B;;USA;;;
88816;['Technology', 'Software and IT'];VERTEX, INC.;;;;;nan;
96032;;Vertex;;;USA;;;
129664;Pharma;Vertex;;;;1989 (34 yrs old);;
141783;;Vertex;$2.36 B;VERX;USA;;;
147895;['Software', 'Tech'];Vertex;$2.32 B;VERX;USA;;;
157676;;Vertex;$1.85 B;VERX;USA;;;
169513;;Vertex;$1.85 B;VERX;;;;https://companiesmarketcap.com/vertex/marketcap/
181050;;Vertex;$1.88 B;;usa;;;
9037;;bharat petroleum;;;india;;;
10788;Oil & Gas Operations;Bharat Petroleum;;;India;;Arun Kumar Singh;
10789;;Bharat Petroleum;;;;;;
10790;;Bharat Petroleum;$11.16 B;;India;;;
17242;['Energy', 'Chemicals', 'Oil and Gas', 'Petrochemicals', 'Natural Gas Generation', 'Petroleum'];BHARAT PETROLEUM CORPORATION;;;India;;Not found;
29647;;Bharat Petroleum;$9.24 B;;India;;;
54911;;BHARAT PETROLEUM CORPORATION;;;India;;nan;
54912;;BHARAT PETROLEUM CORPORATION;14.490 Billion USD;;India;;nan;
54913;['Energy', 'Chemicals', 'Oil and Gas'];BHARAT PETROLEUM CORPORATION;;;;;nan;
93808;;Bharat Petroleum;;;India;;;
126760;Oil & Gas;Bharat Petroleum;;;;1952 (71 yrs old);;
139855;;Bharat Petroleum;$9.19 B;BPCL.NS;India;;;
152781;[];Bharat Petroleum;$8.84 B;BPCL.NS;India;;;
155406;;Bharat Petroleum;$9.31 B;BPCL.NS;India;;;
172515;;Bharat Petroleum;$9.31 B;BPCL.NS;;;;https://companiesmarketcap.com/bharat-petroleum/marketcap/
178259;;Bharat Petroleum;$9.23 B;;india;;;
189877;Oil & Gas Operations;Bharat Petroleum;;;Mumbai, India;1928.0;;
12119;Construction;China National Chemical;;;China;;Gang Wen;
12120;;China National Chemical;$8.52 B;;China;;;
17283;['Industries', 'Engineering Products', 'Engineering Services', 'Construction'];CHINA NATIONAL CHEMICAL ENGINEERING CO. LTD;;;China;;Not found;
54967;;CHINA NATIONAL CHEMICAL ENGINEERING CO. LTD;;;China;;nan;
54968;;CHINA NATIONAL CHEMICAL ENGINEERING CO. LTD;9.508 Billion USD;;China;;nan;
54969;['Industries', 'Engineering Products', 'Engineering Services'];CHINA NATIONAL CHEMICAL ENGINEERING CO. LTD;;;;;nan;
190438;Construction;China National Chemical;;;Beijing, China;1953.0;;
479;Oil & Gas Integrated;China Petroleum & Chemical Corporation;$78.39 B;600028;China;Beijing, China 25 February 2000;nan;
6786;Energy and Utilities;China Petroleum & Chemical Corp;$75.8B;;China;;;www.sinopec.com
7497;Oil & Gas Integrated;China Petroleum & Chemical Corporation;;600028;China;;nan;
15306;['Energy', 'Oil and Gas', 'Chemicals', 'Petrochemicals', 'Fertilizers', 'Natural Gas Generation', 'Lubricants'];CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC);;;China;;Dai Houliang;
40191;;CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC);77.72 Billion USD;;China;2000.0;nan;
40192;;CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC);74.987 Billion USD;;China;;Dai Houliang;
40193;['Energy', 'Oil and Gas', 'Chemicals'];CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC);;;;;nan;
123160;;China Petroleum & Chemical Corporation;CN¥498.77 Billion;;;;Not found;
145511;;China Petroleum & Chemical Corporation;CN¥498.77 Billion;;;;nan;
165353;;China Petroleum & Chemical Corporation;;;;;nan;
165354;Oil & Gas Integrated;China Petroleum & Chemical Corporation;$78.39 B;600028;China;;;
165355;Oil & Gas Integrated;China Petroleum & Chemical Corporation;;600028;China;;;
165356;energy;China Petroleum & Chemical Corporation;;600028;china;;;
33698;;Chennai Petroleum;$0.41 B;;India;;;
75888;;Chennai Petroleum;$0.41 B;;India;;;
97877;;Chennai Petroleum;;;India;;;
129969;Oil & Gas;Chennai Petroleum Corporation;;;;1965 (58 yrs old);;
143844;;Chennai Petroleum;$0.40 B;CHENNPETRO.NS;India;;;
149813;['OilGas', 'Energy'];Chennai Petroleum;$0.39 B;CHENNPETRO.NS;India;;;
159386;;Chennai Petroleum;$0.41 B;CHENNPETRO.NS;India;;;
172742;;Chennai Petroleum;$0.41 B;CHENNPETRO.NS;;;;https://companiesmarketcap.com/chennai-petroleum/marketcap/
182944;;Chennai Petroleum;$0.42 B;;india;;;
6158;Construction;China National Chemical Engineering Co Ltd;$7.7B;;China;;;www.cncec.com.cn
44010;['Industries', 'Engineering Products', 'Engineering Services', 'Construction'];China National Chemical Engineering Co. Ltd;;;China;;nan;http://www.cnce7.com/
112005;;China National Chemical Engineering Co. Ltd;CN¥50.49 Billion;;;;Not found;
6787;Energy and Utilities;China National Petroleum Corp;nan;;China;;;www.cnpc.com.cn
27985;['Oil and gas'];China National Petroleum Corporation;;;;['1988'];;['www', '.cnpc', '.com', '.cn', '/en', '/']
13718;Oil & Gas Operations;China Petroleum Engineering;;;China;;Yu Jian Zhao;
13719;;China Petroleum Engineering;$2.53 B;;China;;;
111116;;China Petroleum Engineering Corp;CN¥16.70 Billion;;;;Not found;
134903;Oil & Gas;China Petroleum Engineering & Construction Corporation;;;;1980 (43 yrs old);;
18606;['Energy', 'Chemicals', 'Oil and Gas', 'Petrochemicals', 'Retail', 'Natural Gas Generation', 'Oil Refining', 'Petroleum'];HINDUSTAN PETROLEUM CORPORATION;;;India;;Not found;
18607;;HINDUSTAN PETROLEUM CORPORATION;;;India;;nan;
18608;;HINDUSTAN PETROLEUM CORPORATION;5.684 Billion USD;;India;;nan;
30722;;Hindustan Petroleum;$4.29 B;;India;;;
86031;['Energy', 'Chemicals', 'Oil and Gas'];HINDUSTAN PETROLEUM CORPORATION;;;;;nan;
94832;;Hindustan Petroleum;;;India;;;
126920;Oil & Gas;Hindustan Petroleum;;;;1974 (49 yrs old);;
140888;;Hindustan Petroleum;$4.26 B;HINDPETRO.NS;India;;;
152096;['OilGas', 'Energy'];Hindustan Petroleum;$4.04 B;HINDPETRO.NS;India;;;
156465;;Hindustan Petroleum;$4.31 B;HINDPETRO.NS;India;;;
172508;;Hindustan Petroleum;$4.31 B;HINDPETRO.NS;;;;https://companiesmarketcap.com/hindustan-petroleum/marketcap/
177384;;Hindustan Petroleum;$4.24 B;;india;;;
32217;;International Petroleum;$1.53 B;;Canada;;;
52788;['Energy', 'Oil and Gas'];International Petroleum Corporation;;;Canada;;nan;https://www.international-petroleum.com/
77116;;International Petroleum;$1.53 B;;Canada;;;
96481;;International Petroleum;;;Canada;;;
115816;;International Petroleum Corporation;C$1.86 Billion;;;;Mr. Mike  Nicholson;
142396;;International Petroleum;$1.50 B;IPCO.TO;Canada;;;
147994;['OilGas', 'Energy'];International Petroleum;$1.47 B;IPCO.TO;Canada;;;
158062;;International Petroleum;$1.39 B;IPCO.TO;Canada;;;
171609;;International Petroleum;$1.41 B;IPCO.TO;;;;https://companiesmarketcap.com/international-petroleum/marketcap/
180747;;International Petroleum;$1.49 B;;canada;;;
25928;['Energy', 'Oil and Gas'];LAREDO PETROLEUM;;;USA;;Not found;
33020;;Laredo Petroleum;$0.80 B;;USA;;;
51308;['Energy', 'Oil and Gas'];Laredo Petroleum;;;USA;;nan;http://www.laredopetro.com/
69214;;LAREDO PETROLEUM;;;USA;;nan;
69215;;LAREDO PETROLEUM;0.868 Billion USD;;USA;;nan;
76448;;Laredo Petroleum;$0.80 B;;USA;;;
91458;['Energy', 'Oil and Gas'];LAREDO PETROLEUM;;;;;nan;
97102;;Laredo Petroleum;;;USA;;;
143031;;Laredo Petroleum;$0.89 B;LPI;USA;;;
150491;['OilGas', 'Energy'];Laredo Petroleum;$0.88 B;LPI;USA;;;
158733;;Laredo Petroleum;$0.80 B;LPI;USA;;;
170310;;Laredo Petroleum;$0.80 B;LPI;;;;https://companiesmarketcap.com/laredo-petroleum/marketcap/
180071;;Laredo Petroleum;$0.80 B;;usa;;;
653;Oil & Gas Refining & Marketing;Marathon Petroleum Corporation;$54.54 B;MPC;United States;November 9, 2009; Mr. Michael J. Hennigan;
8222;Oil & Gas Refining & Marketing;Marathon Petroleum Corporation;;MPC;United States;;Mr. Michael J. Hennigan;
8659;;marathon petroleum;;;united states;;;
9893;Oil & Gas Operations;Marathon Petroleum;;;United States;;Michael J. Hennigan;
9894;;Marathon Petroleum;$48.64 B;;United States;;;
13992;;Marathon Petroleum;;;;;;
14757;;Marathon Petroleum;;;;;;
15615;['Energy', 'Oil and Gas', 'Oil Refining', 'Petroleum', 'Petrochemicals', 'Chemicals'];MARATHON PETROLEUM CORPORATION;;;USA;;John P. Surma(Non-Executive Chairman);
27645;['Petroleum'];Marathon Petroleum Corporation;;;;['November\xa09, 2009'];;['marathonpetroleum.com']
28315;;Marathon Petroleum;$58.92 B;;USA;;;
40882;;MARATHON PETROLEUM CORPORATION;43.66 Billion USD;;USA;2009.0;Michael J. Hennigan;
40883;;MARATHON PETROLEUM CORPORATION;37.826 Billion USD;;USA;;John P. Surma(Non-Executive Chairman);
40884;['Energy', 'Oil and Gas', 'Oil Refining'];MARATHON PETROLEUM CORPORATION;;;;;Michael J. Hennigan;
42720;['Energy', 'Oil and Gas', 'Oil Refining', 'Petroleum', 'Petrochemicals', 'Chemicals'];Marathon Petroleum Corporation;;;USA;;Michael J. Hennigan;http://www.marathonpetroleum.com/
72735;;Marathon Petroleum;$55.40 B;;USA;;;
92556;;Marathon Petroleum;;;USA;;;
125906;;Marathon Petroleum Corporation;$54.54 Billion;;;;Mr. Michael J. Hennigan;
138608;;Marathon Petroleum;$51.99 B;MPC;USA;;;
145655;;Marathon Petroleum Corporation;$54.54 Billion;;;;Mr. Michael J. Hennigan;
146913;[];Marathon Petroleum;$51.08 B;MPC;USA;;;
154177;;Marathon Petroleum;$57.14 B;MPC;USA;;;
165835;;Marathon Petroleum Corporation;;;;;CEO: Mr. Michael J. Hennigan;
165836;Oil & Gas Refining & Marketing;Marathon Petroleum Corporation;$54.54 B;MPC;United States;;;
165837;Oil & Gas Refining & Marketing;Marathon Petroleum Corporation;;MPC;United States;;;
165838;energy;Marathon Petroleum Corporation;;MPC;united states;;;
174444;;Marathon Petroleum;$57.27 B;MPC;;;;https://companiesmarketcap.com/marathon-petroleum/marketcap/
179637;;Marathon Petroleum;$58.35 B;;usa;;;
183829;Oil & Gas Refining & Marketing;Marathon Petroleum Corporation;$54.54 B;MPC;United States;;;
189501;Oil & Gas Operations;Marathon Petroleum;;;Findlay, Ohio;2009.0;;
642;Oil & Gas E&P;Occidental Petroleum Corporation;$52.30 B;OXY;United States;June 1909; Ms. Vicki A. Hollub;
8211;Oil & Gas E&P;Occidental Petroleum Corporation;;OXY;United States;;Ms. Vicki A. Hollub;
8697;;occidental petroleum;;;united states;;;
9968;Oil & Gas Operations;Occidental Petroleum;;;United States;;Vicki A. Hollub;
9969;;Occidental Petroleum;$53.05 B;;United States;;;
14030;;Occidental Petroleum;;;;;;
14795;;Occidental Petroleum;;;;;;
15949;['Energy', 'Oil and Gas', 'Chemicals', 'Petrochemicals', 'Petroleum', 'Natural Gas Generation'];OCCIDENTAL PETROLEUM CORPORATION;;;USA;;Ray R. Irani;
15950;;OCCIDENTAL PETROLEUM CORPORATION;31.02 Billion USD;;USA;1920.0;Vicki Hollub;
15951;;OCCIDENTAL PETROLEUM CORPORATION;23.988 Billion USD;;USA;;Ray R. Irani;
15952;['Energy', 'Oil and Gas', 'Chemicals'];OCCIDENTAL PETROLEUM CORPORATION;;;;;Vicki Hollub;
27322;['Chemical industry'];Occidental Petroleum Corporation;;;;['June\xa01909'];;['oxy', '.com']
28302;;Occidental Petroleum;$60.81 B;;USA;;;
42967;['Energy', 'Oil and Gas', 'Chemicals', 'Petrochemicals', 'Petroleum', 'Natural Gas Generation'];Occidental Petroleum Corporation;;;USA;;Vicki Hollub;https://www.oxy.com
72678;;Occidental Petroleum;$61.99 B;;USA;;;
92531;;Occidental Petroleum;;;USA;;;
125900;;Occidental Petroleum Corporation;$52.30 Billion;;;;Ms. Vicki A. Hollub;
138567;;Occidental Petroleum;$57.87 B;OXY;USA;;;
145644;;Occidental Petroleum Corporation;$52.30 Billion;;;;Ms. Vicki A. Hollub;
153757;['OilGas', 'Energy'];Occidental Petroleum;$58.12 B;OXY;USA;;;
154162;;Occidental Petroleum;$59.36 B;OXY;USA;;;
165879;;Occidental Petroleum Corporation;;;;;CEO: Ms. Vicki A. Hollub;
165880;Oil & Gas E&P;Occidental Petroleum Corporation;$52.30 B;OXY;United States;;;
165881;Oil & Gas E&P;Occidental Petroleum Corporation;;OXY;United States;;;
165882;energy;Occidental Petroleum Corporation;;OXY;united states;;;
174609;;Occidental Petroleum;$63.74 B;OXY;;;;https://companiesmarketcap.com/occidental-petroleum/marketcap/
179658;;Occidental Petroleum;$60.59 B;;usa;;;
183840;Oil & Gas E&P;Occidental Petroleum Corporation;$52.30 B;OXY;United States;;;
189539;Oil & Gas Operations;Occidental Petroleum;;;Houston, Texas;1920.0;;
1462;Pharmaceuticals and Healthcare;3SBio Inc;$2.7B;;China;;;www.3sbio.com
22985;['Healthcare', 'Biotechnology'];3SBIO;;;China;;Not found;
64117;;3SBIO;;;China;;nan;
64118;;3SBIO;2.844 Billion USD;;China;;nan;
89273;['Healthcare', 'Biotechnology'];3SBIO;;;;;nan;
3659;Technology and Communications;Dormakaba Holding AG;$1.7B;;Switzerland;;;www.dormakaba.com
21893;['Industries', 'Tools and Equipment', 'Security Systems and Solutions', 'Engineering Products'];DORMAKABA HOLDING AG;;;Switzerland;;Not found;
62248;;DORMAKABA HOLDING AG;;;Switzerland;;nan;
62249;;DORMAKABA HOLDING AG;2.945 Billion USD;;Switzerland;;nan;
88463;['Industries', 'Tools and Equipment', 'Security Systems and Solutions'];DORMAKABA HOLDING AG;;;;;nan;
2959;Financial Services;INDUS Holding AG;$740.2M;;Germany;;;www.indus.de
26902;['Industries', 'Investments', 'Financial Services', 'Conglomerate'];INDUS HOLDING AG;;;Germany;;Not found;
70905;;INDUS HOLDING AG;;;Germany;;nan;
70906;;INDUS HOLDING AG;1.109 Billion USD;;Germany;;nan;
92185;['Industries', 'Investments', 'Financial Services'];INDUS HOLDING AG;;;;;nan;
19078;['Real Estate', 'Property Investments', 'Commercial Properties', 'Construction'];PSP SWISS PROPERTY AG;;;Switzerland;;Not found;
30278;;PSP Swiss Property;$5.74 B;;Switzerland;;;
57694;;PSP SWISS PROPERTY AG;;;Switzerland;;nan;
57695;;PSP SWISS PROPERTY AG;6.154 Billion USD;;Switzerland;;nan;
86353;['Real Estate', 'Property Investments', 'Commercial Properties'];PSP SWISS PROPERTY AG;;;;;nan;
94460;;PSP Swiss Property;;;Switzerland;;;
140524;;PSP Swiss Property;$5.47 B;PSPN.SW;Switzerland;;;
147487;['Realestate'];PSP Swiss Property;$5.10 B;PSPN.SW;Switzerland;;;
156037;;PSP Swiss Property;$5.73 B;PSPN.SW;Switzerland;;;
177740;;PSP Swiss Property;$5.71 B;;switzerland;;;
1204;Specialty Industrial Machinery;Schindler Holding AG;$24.02 B;SCHN;Switzerland;nan; Mr. Silvio  Napoli;
7924;Specialty Industrial Machinery;Schindler Holding AG;;SCHN;Switzerland;;Mr. Silvio Napoli;
16050;['Industries', 'Escalators', 'Elevators', 'Building Automation', 'Capital Goods', 'Machinery Manufacturing', 'Automation', 'Manufacturing', 'Industry Machinery'];SCHINDLER HOLDING AG;;;Switzerland;;Silvio Napoli;
41629;;SCHINDLER HOLDING AG;28.05 Billion USD;;Switzerland;1874.0;Thomas Oetterli;
41630;;SCHINDLER HOLDING AG;33.920 Billion USD;;Switzerland;;Silvio Napoli;
41631;['Industries', 'Escalators', 'Elevators'];SCHINDLER HOLDING AG;;;;;Thomas Oetterli;
117931;;Schindler Holding AG;CHF22.23 Billion;;;;Mr. Silvio  Napoli;
167560;;Schindler Holding AG;;;;;CEO: Mr. Silvio Napoli;
167561;Specialty Industrial Machinery;Schindler Holding AG;$24.02 B;SCHN;Switzerland;;;
167562;Specialty Industrial Machinery;Schindler Holding AG;;SCHN;Switzerland;;;
167563;industrials;Schindler Holding AG;;SCHN;switzerland;;;
1106;Medical Instruments & Supplies;Sonova Holding AG;$26.22 B;SOON;Switzerland;nan; Mr. Arnd  Kaldowski;
4023;Medical Equipment;Sonova Holding AG;$15.6B;;Switzerland;;;www.sonova.com
7647;Medical Instruments & Supplies;Sonova Holding AG;;SOON;Switzerland;;Mr. Arnd Kaldowski;
16273;['Healthcare', 'Medical Equipment', 'HealthCare Products'];SONOVA HOLDING AG;;;Switzerland;;Robert F. Spoerry;
42086;;SONOVA HOLDING AG;23.02 Billion USD;;Switzerland;1947.0;Arnd Kaldowski;
42087;;SONOVA HOLDING AG;24.352 Billion USD;;Switzerland;;Robert F. Spoerry;
42088;['Healthcare', 'Medical Equipment', 'HealthCare Products'];SONOVA HOLDING AG;;;;;Arnd Kaldowski;
117932;;Sonova Holding AG;CHF24.27 Billion;;;;Mr. Arnd  Kaldowski;
167337;;Sonova Holding AG;;;;;CEO: Mr. Arnd Kaldowski;
167338;Medical Instruments & Supplies;Sonova Holding AG;$26.22 B;SOON;Switzerland;;;
167339;Medical Instruments & Supplies;Sonova Holding AG;;SOON;Switzerland;;;
167340;healthcare;Sonova Holding AG;;SOON;switzerland;;;
1089;Medical Instruments & Supplies;Straumann Holding AG;$25.31 B;STMN;Switzerland;nan; Mr. Guillaume  Daniellot;
3091;Medical Equipment;Straumann Holding AG;$21.4B;;Switzerland;;;www.straumann.com
7945;Medical Instruments & Supplies;Straumann Holding AG;;STMN;Switzerland;;Mr. Guillaume Daniellot;
15927;['Healthcare', 'Pharmaceutical', 'Medical Equipment', 'HealthCare Products'];STRAUMANN HOLDING AG;;;Switzerland;;Patrick Loh;
41449;;STRAUMANN HOLDING AG;31.43 Billion USD;;Switzerland;1954.0;Guillaume Daniellot;
41450;;STRAUMANN HOLDING AG;31.018 Billion USD;;Switzerland;;Patrick Loh;
41451;['Healthcare', 'Pharmaceutical', 'Medical Equipment'];STRAUMANN HOLDING AG;;;;;Guillaume Daniellot;
117930;;Straumann Holding AG;CHF23.43 Billion;;;;Mr. Guillaume  Daniellot;
167409;;Straumann Holding AG;;;;;CEO: Mr. Guillaume Daniellot;
167410;Medical Instruments & Supplies;Straumann Holding AG;$25.31 B;STMN;Switzerland;;;
167411;Medical Instruments & Supplies;Straumann Holding AG;;STMN;Switzerland;;;
167412;healthcare;Straumann Holding AG;;STMN;switzerland;;;
956;Insurance—Diversified;Swiss Life Holding AG;$20.16 B;SLHN;Switzerland;nan; Dr. Patrick  Frost;
7823;Insurance—Diversified;Swiss Life Holding AG;;SLHN;Switzerland;;Dr. Patrick Frost;
8810;;swiss life holding;;;switzerland;;;
10191;Insurance;Swiss Life Holding;;;Switzerland;;Patrick Frost;
10192;;Swiss Life Holding;$19.73 B;;Switzerland;;;
14144;;Swiss Life Holding;;;;;;
14908;;Swiss Life Holding;;;;;;
16448;['Financial Services', 'Insurance'];SWISS LIFE HOLDING AG;;;Switzerland;;Patrick Frost;
29031;;Swiss Life;$17.52 B;;Switzerland;;;
43334;['Financial Services', 'Insurance'];Swiss Life Holding Ag;;;Switzerland;;Patrick Frost;https://www.swisslife.com
53161;;SWISS LIFE HOLDING AG;;;Switzerland;;Patrick Frost;
53162;;SWISS LIFE HOLDING AG;16.328 Billion USD;;Switzerland;;Patrick Frost;
53163;['Financial Services', 'Insurance'];SWISS LIFE HOLDING AG;;;;;Patrick Frost;
73470;;Swiss Life;$17.52 B;;Switzerland;;;
93274;;Swiss Life;;;Switzerland;;;
117925;;Swiss Life Holding AG;CHF18.66 Billion;;;;Dr. Patrick  Frost;
139325;;Swiss Life;$16.05 B;SLHN.SW;Switzerland;;;
146299;;Swiss Life Holding Ag;CHF18.66 Billion;;;;Dr. Patrick  Frost;
153193;['Insurance'];Swiss Life;$15.88 B;SLHN.SW;Switzerland;;;
154859;;Swiss Life;$17.01 B;SLHN.SW;Switzerland;;;
168433;Insurance—Diversified;Swiss Life Holding AG;$20.16 B;SLHN;Switzerland;;;
168434;Insurance—Diversified;Swiss Life Holding AG;;SLHN;Switzerland;;;
168769;financials;Swiss Life Holding AG;;SLHN;switzerland;;;
179529;;Swiss Life;$17.25 B;;switzerland;;;
189652;Insurance;Swiss Life Holding;;;Zürich, Switzerland;1857.0;;
6504;Financial Services;Swiss Re Ltd;$32.2B;;Switzerland;;;www.swissre.com
14068;;Swiss Re;;;;;;
14833;;Swiss Re;;;;;;
15987;['Financial Services', 'Insurance'];SWISS RE;;;Switzerland;;Sergio P. Ermotti;
28666;;Swiss Re;$29.41 B;;Switzerland;;;
41554;;SWISS RE;29.68 Billion USD;;Switzerland;1863.0;Christian Mumenthaler;
41555;;SWISS RE;26.730 Billion USD;;Switzerland;;Sergio P. Ermotti;
41556;['Financial Services', 'Insurance'];SWISS RE;;;;;Christian Mumenthaler;
42980;['Financial Services', 'Insurance'];Swiss Re;;;Switzerland;;Christian Mumenthaler;https://www.swissre.com/
73144;;Swiss Re;$26.12 B;;Switzerland;;;
92868;;Swiss Re;;;Switzerland;;;
130459;Insurance;Swiss Re;;;;1863 (160 yrs old);;
138963;;Swiss Re;$26.90 B;SREN.SW;Switzerland;;;
153456;['Insurance'];Swiss Re;$26.38 B;SREN.SW;Switzerland;;;
154510;;Swiss Re;$28.58 B;SREN.SW;Switzerland;;;
168855;;Swiss Re;$24.7 B;;Switzerland;;;
179794;;Swiss Re;$29.21 B;;switzerland;;;
189577;Insurance;Swiss Re;;;Zurich, Switzerland;1863.0;;
30017;;Swiss Prime Site;$6.82 B;;Switzerland;;;
94137;;Swiss Prime Site;;;Switzerland;;;
117913;;Swiss Prime Site AG;CHF7.09 Billion;;;;Mr. RenÃ©  Zahnd;
140206;;Swiss Prime Site;$6.78 B;SPSN.SW;Switzerland;;;
147380;['Realestate'];Swiss Prime Site;$6.31 B;SPSN.SW;Switzerland;;;
155758;;Swiss Prime Site;$6.98 B;SPSN.SW;Switzerland;;;
177793;;Swiss Prime Site;$6.84 B;;switzerland;;;
1152;Insurance—Reinsurance;Swiss Re AG;$27.80 B;SREN;Switzerland;nan;nan;
7989;Insurance—Reinsurance;Swiss Re AG;;SREN;Switzerland;;nan;
117934;;Swiss Re AG;CHF25.73 Billion;;;;Not found;
146042;;Swiss Re Ag;CHF25.73 Billion;;;;nan;
167175;;Swiss Re AG;;;;;nan;
167176;Insurance—Reinsurance;Swiss Re AG;$27.80 B;SREN;Switzerland;;;
167177;Insurance—Reinsurance;Swiss Re AG;;SREN;Switzerland;;;
167178;financials;Swiss Re AG;;SREN;switzerland;;;
17006;['Basic Materials', 'Chemicals', 'Fertilizers', 'Agriculture Related'];ISRAEL CHEMICALS;;;Israel;;Raviv Zoller;
29531;;Israel Chemicals;$10.53 B;;Israel;;;
43797;['Basic Materials', 'Chemicals', 'Fertilizers', 'Agriculture Related'];Israel Chemicals;;;Israel;;Raviv Zoller;http://www.icl-group.com/
54380;;ISRAEL CHEMICALS;;;Israel;;Raviv Zoller;
54381;;ISRAEL CHEMICALS;9.156 Billion USD;;Israel;;Raviv Zoller;
